0.000833333,0,20,20,20,20,0,0,0,,,,
0.000833333,1.00E-04,20,20,20,20,0,0,0,,,,
0.000833333,2.00E-04,20,20,20,20,0,0,0,,,,
0.000833333,5.00E-04,20,20,20,20,0,0,0,,,,
0.000833333,1.00E-03,20,20,20,20,0,0,0,,,,
0.000833333,2.00E-03,20,20,20,20,0,0,0,,,,
0.000833333,5.00E-03,20,20,20,20,0,0,0,,,,
0.000833333,1.00E-02,20,20,20,20,0,0,0,,,,
0.000833333,2.00E-02,20,20,20,20,0,0,0,,,,
0.000833333,5.00E-02,20,20,20,20,0,0,0,,,,
0.000833333,1.00E-01,20,20,20,20,0,0,0,,,,
0.000833333,2.00E-01,20,20,20,20,0,0,0,,,,
0.000833333,5.00E-01,20,20,20,20,0,0,0,,,,
0.000833333,1.00E+00,20,20,20,20,0,0,0,,,,
0.002777778,1.50E+00,20,20,20,20,0,0,0,,,,
0.000833333,1.00E+00,20,20,20,20,0,0,0,,,,
0.000833333,5.00E-01,20,20,20,20,0,0,0,,,,
0.000833333,2.00E-01,20,20,20,20,0,0,0,,,,
0.000833333,1.00E-01,20,20,20,20,0,0,0,,,,
0.000833333,5.00E-02,20,20,20,20,0,0,0,,,,
0.000833333,2.00E-02,20,20,20,20,0,0,0,,,,
0.000833333,1.00E-02,20,20,20,20,0,0,0,,,,
0.000833333,5.00E-03,20,20,20,20,0,0,0,,,,
0.000833333,2.00E-03,20,20,20,20,0,0,0,,,,
0.000833333,1.00E-03,20,20,20,20,0,0,0,,,,
0.000833333,5.00E-04,20,20,20,20,0,0,0,,,,
0.000833333,2.00E-04,20,20,20,20,0,0,0,,,60,0.016666667
0.000833333,1.00E-04,20,20,20,20,0,0,0,,,,
